customer.customerid,customer.number,customer.contract,customer.paperlessbilling,customer.paymentmethod,customer.gender,customer.seniorcitizen,customer.partner,customer.dependents,customer.internetservice,customer.onlinesecurity,customer.onlinebackup,customer.deviceprotection,customer.techsupport,customer.streamingtv,customer.streamingmovies,customer.tenure,customer.phoneservice,customer.multiplelines
4840-NVVHX,768667474,Month-to-Month,No,Bank transfer (automatic),Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,65,Yes,No
4569-CLINO,763719510,Two Year,Yes,Mailed check,Male,0,Yes,No,DSL,Yes,Yes,No,No,No,No,62,Yes,Yes
1894-MTUTC,768995164,Two Year,Yes,Bank transfer (automatic),Male,0,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,36,No,No phone service
2070-DWLLP,760803165,Two Year,Yes,Electronic check,Female,0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,54,No,No phone service
2538-XZAAX,762670944,One Year,No,Credit card (automatic),Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19,No,No phone service
2556-URQMY,764112737,One Year,No,Credit card (automatic),Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18,No,No phone service
6648-WRHSZ,760344418,Two Year,No,Mailed check,Female,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,8,No,No phone service
7065-FWEBX,763588453,One Year,Yes,Mailed check,Male,0,No,Yes,Fiber Optic,No,Yes,No,No,No,No,16,Yes,Yes
0052-RJQJO,768962409,One Year,No,Bank transfer (automatic),Male,0,No,Yes,DSL,No,Yes,No,No,No,No,6,No,No phone service
5412-VIZOT,765259626,Two Year,Yes,Mailed check,Male,0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,40,No,No phone service
3010-JXEEZ,769814388,Month-to-Month,No,Electronic check,Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,62,No,No phone service
9290-IVDBR,769585016,Month-to-Month,Yes,Bank transfer (automatic),Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,38,No,No phone service
2938-SKMED,769748857,Two Year,No,Bank transfer (automatic),Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,26,No,No phone service
7952-FYPTW,769781626,Month-to-Month,Yes,Electronic check,Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,37,No,No phone service
9446-XCWKO,764604288,Month-to-Month,Yes,Credit card (automatic),Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,40,No,No phone service
1896-YFOEG,763424644,Month-to-Month,No,Electronic check,Female,0,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,68,No,No phone service
9710-FRMIB,764178309,Month-to-Month,No,Credit card (automatic),Female,0,Yes,No,DSL,No,Yes,No,No,No,No,37,Yes,No
0180-OVMEB,766701449,Month-to-Month,Yes,Mailed check,Male,0,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,6,Yes,Yes
1598-SORIV,764080018,Month-to-Month,No,Credit card (automatic),Male,0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,54,No,No phone service
5041-YSHEM,760541080,One Year,No,Mailed check,Female,0,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,48,No,No phone service
3279-HBPFL,767717278,One Year,No,Electronic check,Male,0,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,2,No,No phone service
4232-ISLIJ,767520672,Two Year,No,Electronic check,Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,41,No,No phone service
8157-SGMAQ,760967073,One Year,No,Credit card (automatic),Male,0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,69,No,No phone service
0623-ARWXK,762113953,One Year,No,Bank transfer (automatic),Male,0,No,No,DSL,Yes,No,No,No,Yes,No,16,No,No phone service
9928-XRXRE,765423543,Month-to-Month,No,Bank transfer (automatic),Female,0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,52,No,No phone service
6799-ZOKNW,768765881,One Year,Yes,Mailed check,Male,0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,27,Yes,No
4486-HSURU,763326396,Month-to-Month,Yes,Credit card (automatic),Female,0,Yes,No,DSL,No,No,Yes,No,Yes,No,6,No,No phone service
1706-GRNRV,767389629,Two Year,No,Bank transfer (automatic),Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,No phone service
0460-TNDJE,760082370,One Year,Yes,Bank transfer (automatic),Female,0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,2,No,No phone service
1803-RGYNG,762867653,One Year,Yes,Electronic check,Male,0,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,25,No,No phone service
3789-QALFL,760803270,Month-to-Month,No,Mailed check,Female,0,No,No,DSL,Yes,No,No,Yes,No,No,3,Yes,Yes
3700-LKQLQ,764702665,Month-to-Month,Yes,Electronic check,Female,0,Yes,No,DSL,No,No,No,Yes,No,Yes,69,Yes,Yes
1022-IZMAX,764145617,Two Year,Yes,Bank transfer (automatic),Female,0,No,Yes,DSL,Yes,No,No,No,Yes,No,30,Yes,No
2270-EDXEF,764407767,Month-to-Month,Yes,Bank transfer (automatic),Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,67,Yes,Yes
7212-GIBYU,764178394,Two Year,Yes,Credit card (automatic),Female,0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,14,Yes,Yes
5762-EASAW,762277850,Two Year,Yes,Mailed check,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,60,No,No phone service
5306-DPYGA,767422430,One Year,Yes,Credit card (automatic),Male,0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,59,Yes,Yes
8924-LKGFM,768733160,Two Year,No,Credit card (automatic),Male,0,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,58,Yes,Yes
7581-TCPGA,760147945,Two Year,No,Bank transfer (automatic),Female,0,Yes,No,DSL,No,No,Yes,Yes,No,Yes,55,No,No phone service
4704-YDIXX,760639467,Month-to-Month,Yes,Bank transfer (automatic),Male,0,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,48,Yes,No
4813-UIVOC,760606703,Two Year,No,Electronic check,Female,0,No,No,DSL,Yes,No,Yes,Yes,No,No,18,Yes,No
7000-NTBXC,761655286,One Year,Yes,Electronic check,Male,0,No,No,DSL,No,Yes,Yes,Yes,No,Yes,8,Yes,Yes
9414-UJXYD,768929790,One Year,Yes,Electronic check,Male,0,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,5,Yes,No
6809-HXETL,764375040,Two Year,No,Mailed check,Male,0,No,No,DSL,Yes,Yes,No,Yes,Yes,No,2,No,No phone service
8536-AJAVG,766177280,Month-to-Month,No,Credit card (automatic),Female,0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,33,No,No phone service
9660-URGKT,762966019,Two Year,Yes,Credit card (automatic),Male,0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,67,Yes,Yes
4649-MWFLM,761982991,Two Year,Yes,Electronic check,Male,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,5,No,No phone service
9219-QKCQA,764473360,One Year,No,Electronic check,Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,41,No,No phone service
6605-CENVO,766177296,Month-to-Month,No,Electronic check,Male,0,No,No,DSL,Yes,No,No,No,Yes,No,32,No,No phone service
8156-QKAPA,766996499,Two Year,No,Electronic check,Male,0,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,68,Yes,No
8287-AGUUF,767946771,One Year,No,Credit card (automatic),Male,0,Yes,Yes,DSL,No,No,No,No,No,Yes,67,No,No phone service
1967-MKUVU,768831507,One Year,No,Mailed check,Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,27,No,No phone service
8346-UPXCW,768110621,Two Year,Yes,Bank transfer (automatic),Male,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Yes
1770-XVBUO,767717413,One Year,No,Credit card (automatic),Female,0,No,Yes,DSL,No,No,Yes,No,No,No,42,Yes,Yes
0861-GHMMI,762671142,Month-to-Month,Yes,Electronic check,Female,0,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,69,No,No phone service
4537-JBRZU,769552423,Two Year,No,Credit card (automatic),Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25,Yes,No
7195-HLNLA,765292584,Month-to-Month,No,Electronic check,Male,0,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,52,No,No phone service
4827-PPJQI,764244007,Month-to-Month,Yes,Electronic check,Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,70,Yes,Yes
3302-HGJSB,769191984,One Year,No,Electronic check,Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,Yes,No
1385-FFYEJ,767455287,Two Year,Yes,Credit card (automatic),Female,0,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,38,Yes,Yes
6166-XEGJX,763326524,One Year,No,Electronic check,Female,0,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,13,No,No phone service
0083-TEYBZ,761229379,One Year,No,Credit card (automatic),Female,0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,18,No,No phone service
5116-BTZGW,766373956,One Year,Yes,Bank transfer (automatic),Female,0,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,59,No,No phone service
7932-WDJNZ,761786436,One Year,Yes,Credit card (automatic),Female,0,Yes,No,DSL,Yes,No,Yes,No,Yes,No,66,Yes,Yes
0550-CXPXO,760705096,Two Year,No,Bank transfer (automatic),Male,0,No,No,DSL,No,No,Yes,No,Yes,Yes,8,Yes,No
8829-MJAXP,761720905,One Year,Yes,Mailed check,Female,0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,12,No,No phone service
7164-TWGMA,769519690,One Year,Yes,Electronic check,Male,0,No,No,Fiber Optic,No,No,Yes,Yes,No,Yes,70,Yes,Yes
2037-OCVGH,761229390,Two Year,Yes,Credit card (automatic),Male,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,No phone service
0887-LHIEW,764145743,Month-to-Month,Yes,Credit card (automatic),Male,0,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,10,Yes,No
8195-HQKKI,766734416,Two Year,Yes,Bank transfer (automatic),Female,0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,62,No,No phone service
4797-VBZBI,763326546,Two Year,Yes,Electronic check,Female,0,No,Yes,Fiber Optic,No,Yes,No,Yes,No,No,3,Yes,No
3215-FWXID,765194324,Two Year,Yes,Credit card (automatic),Male,0,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,44,No,No phone service
6240-LYKJP,760016983,Two Year,Yes,Bank transfer (automatic),Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,10,No,No phone service
1036-NORWW,769749084,Month-to-Month,Yes,Credit card (automatic),Female,0,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,12,Yes,No
0876-LPDXN,768241766,Two Year,Yes,Bank transfer (automatic),Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,28,Yes,No
0192-FOEGQ,764801130,Month-to-Month,No,Credit card (automatic),Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,45,Yes,No
7318-FOORH,768012398,One Year,No,Electronic check,Female,0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,37,Yes,Yes
1281-OSFUQ,763261039,Two Year,Yes,Electronic check,Female,0,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,2,Yes,Yes
9898-SQUKD,765718660,Month-to-Month,No,Mailed check,Male,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19,Yes,Yes
4888-GNJLC,769814662,Two Year,No,Electronic check,Male,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,49,Yes,No
7413-OJMOA,760443016,Month-to-Month,Yes,Credit card (automatic),Female,0,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,50,Yes,Yes
9417-TGMCQ,763424911,One Year,No,Mailed check,Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,69,No,No phone service
0992-TOOFR,760311953,Two Year,No,Bank transfer (automatic),Female,0,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,19,No,No phone service
8845-AXWSX,764670105,Month-to-Month,No,Mailed check,Male,0,No,Yes,DSL,No,Yes,No,No,Yes,Yes,60,Yes,Yes
6250-SBDPY,766570650,Two Year,Yes,Bank transfer (automatic),Female,0,No,No,Fiber Optic,No,Yes,Yes,Yes,No,No,62,No,No phone service
7279-LEQMX,764407963,Month-to-Month,Yes,Electronic check,Male,0,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,39,No,No phone service
0997-GHNAK,766472347,One Year,Yes,Bank transfer (automatic),Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,17,No,No phone service
2307-YBVEW,768766111,Two Year,No,Credit card (automatic),Female,0,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,70,No,No phone service
2836-JEXKJ,769618079,Month-to-Month,No,Bank transfer (automatic),Female,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,28,Yes,Yes
9742-OGCKQ,765259940,Two Year,Yes,Credit card (automatic),Female,0,No,No,DSL,No,No,No,Yes,No,Yes,33,No,No phone service
4806-LXQOM,762507429,Month-to-Month,Yes,Mailed check,Male,0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,57,No,No phone service
4248-BUNQV,761032872,One Year,No,Mailed check,Female,0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,49,Yes,No
1459-GREGN,765423789,Month-to-Month,No,Credit card (automatic),Female,0,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,12,No,No phone service
4062-FFNDG,767881395,One Year,Yes,Electronic check,Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,67,Yes,Yes
6514-MFAHE,762998963,One Year,No,Bank transfer (automatic),Male,0,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,68,No,No phone service
7144-HSFJB,767357111,Two Year,Yes,Mailed check,Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,72,No,No phone service
7376-SKCTE,763162808,One Year,Yes,Mailed check,Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,40,Yes,Yes
6523-VTMED,766275768,Month-to-Month,Yes,Bank transfer (automatic),Male,0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,8,Yes,Yes
0939-MKYUK,764145852,One Year,Yes,Electronic check,Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,Yes,Yes
6798-JVHNS,768602302,Month-to-Month,Yes,Credit card (automatic),Female,0,Yes,No,DSL,Yes,No,Yes,No,No,No,72,No,No phone service
3941-AYBGS,761262274,Two Year,Yes,Bank transfer (automatic),Male,0,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,41,Yes,No
2604-AHFHH,767848645,One Year,Yes,Electronic check,Female,0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,23,No,No phone service
5737-JPDYZ,763850952,Two Year,Yes,Bank transfer (automatic),Male,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,55,No,No phone service
1433-TCOAV,762114262,One Year,Yes,Mailed check,Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,48,No,No phone service
8970-SXHFX,760475875,One Year,Yes,Electronic check,Female,0,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,50,Yes,No
6261-VWQAV,765128936,Two Year,Yes,Mailed check,Male,0,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,64,Yes,No
7311-DEIHI,767422697,Month-to-Month,Yes,Credit card (automatic),Female,0,No,No,DSL,No,Yes,Yes,Yes,No,Yes,56,Yes,Yes
0934-VGYRF,768864491,Two Year,Yes,Credit card (automatic),Female,0,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,68,Yes,No
5244-BWTUV,769323244,Two Year,Yes,Electronic check,Male,0,Yes,Yes,DSL,No,No,No,No,No,No,3,No,No phone service
7091-HGAWD,765784302,Month-to-Month,Yes,Credit card (automatic),Male,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,32,No,No phone service
6470-PJXGN,762081519,One Year,No,Electronic check,Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,8,Yes,No
9191-CSISF,764014841,One Year,No,Mailed check,Female,0,No,No,DSL,Yes,Yes,No,No,No,No,30,Yes,Yes
6271-SWSQW,766177534,Two Year,No,Electronic check,Male,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes
9366-QBDZU,767553794,Two Year,No,Electronic check,Male,0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,28,Yes,No
7609-ECEMD,760246541,One Year,Yes,Credit card (automatic),Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,17,No,No phone service
2919-JYPFS,765227278,Two Year,Yes,Mailed check,Male,0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,25,No,No phone service
2081-RFGBR,763457812,One Year,Yes,Bank transfer (automatic),Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,54,No,No phone service
1191-TXOXA,763621653,One Year,Yes,Electronic check,Female,0,Yes,Yes,DSL,No,Yes,No,No,No,No,17,No,No phone service
2522-NTZOV,762507546,Two Year,Yes,Mailed check,Male,0,No,Yes,DSL,No,Yes,Yes,Yes,No,No,36,Yes,Yes
6611-DOPKY,762867996,Two Year,No,Mailed check,Female,0,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,65,No,No phone service
4526-LPPFW,763097373,Two Year,No,Credit card (automatic),Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21,Yes,Yes
1601-RJGQC,760738076,Month-to-Month,No,Mailed check,Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,16,Yes,No
8162-XQRUC,768209189,One Year,No,Mailed check,Female,0,Yes,No,DSL,No,Yes,No,No,No,No,41,No,No phone service
4802-VNQBL,764834088,Month-to-Month,Yes,Electronic check,Male,0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,62,No,No phone service
0198-CHROQ,762343721,Month-to-Month,Yes,Bank transfer (automatic),Female,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,15,No,No phone service
8008-RGIDT,769880363,One Year,Yes,Bank transfer (automatic),Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,51,No,No phone service
0395-SYWNL,761327915,Month-to-Month,Yes,Electronic check,Female,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,37,Yes,No
6467-ONAVH,768340269,Two Year,No,Credit card (automatic),Female,0,No,No,Fiber Optic,No,Yes,No,No,No,Yes,58,Yes,No
2450-AXDKJ,763719985,Two Year,No,Mailed check,Female,0,No,No,Fiber Optic,No,No,No,Yes,No,Yes,60,No,No phone service
2730-LJFAV,769028407,Two Year,Yes,Electronic check,Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21,Yes,Yes
3186-UYGNS,760574278,One Year,No,Bank transfer (automatic),Male,0,No,No,DSL,No,Yes,Yes,Yes,No,Yes,52,Yes,No
2655-PTQDZ,761786695,Month-to-Month,No,Bank transfer (automatic),Female,0,Yes,Yes,DSL,No,Yes,No,No,No,No,71,Yes,Yes
2995-IGIHJ,760836425,One Year,No,Mailed check,Female,0,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,38,Yes,No
7587-PINLZ,763425102,Month-to-Month,No,Electronic check,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,53,No,No phone service
4280-WVJOQ,761262431,Two Year,Yes,Mailed check,Female,0,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,71,No,No phone service
3674-VBNAH,761655649,One Year,Yes,Bank transfer (automatic),Male,0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,71,No,No phone service
2626-ABGSG,766964065,Month-to-Month,No,Mailed check,Male,0,No,Yes,DSL,No,No,No,No,Yes,Yes,2,Yes,Yes
5202-TVRNN,766865766,Two Year,Yes,Electronic check,Female,0,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,44,No,No phone service
7398-ESTSJ,769683814,Two Year,No,Electronic check,Male,0,No,No,DSL,No,No,No,No,Yes,No,29,Yes,Yes
7492-RVAAJ,762016105,One Year,Yes,Electronic check,Female,0,Yes,No,DSL,No,No,No,No,Yes,No,26,No,No phone service
6507-HBHJH,769028470,Month-to-Month,No,Mailed check,Male,0,No,No,DSL,No,No,No,No,Yes,Yes,62,Yes,No
4902-KIARC,760246649,One Year,Yes,Electronic check,Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,Yes,Yes
0986-APJZC,766570875,Two Year,Yes,Mailed check,Female,0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,36,Yes,No
0896-BAEIX,768733569,One Year,No,Mailed check,Female,0,No,No,Fiber Optic,Yes,No,No,No,Yes,No,24,Yes,No
6621-QWOTU,768602499,One Year,Yes,Bank transfer (automatic),Female,0,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,3,No,No phone service
2330-UBJQM,761098628,Two Year,Yes,Credit card (automatic),Male,0,Yes,Yes,DSL,No,No,No,No,Yes,No,45,No,No phone service
2291-ISAXR,768962965,Two Year,Yes,Bank transfer (automatic),Male,0,No,No,Fiber Optic,Yes,No,No,No,No,Yes,4,Yes,Yes
9024-ZHQNY,767095191,Month-to-Month,No,Credit card (automatic),Female,0,No,Yes,DSL,No,No,Yes,Yes,Yes,No,32,Yes,No
1118-BJVLV,769552798,Month-to-Month,No,Credit card (automatic),Female,0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,44,Yes,No
5370-MOUAG,761950624,Two Year,Yes,Bank transfer (automatic),Female,0,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,43,Yes,No
4667-CCADP,760639905,Two Year,No,Electronic check,Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,33,Yes,No
3393-DAUYW,763097507,One Year,Yes,Electronic check,Male,0,Yes,No,DSL,No,No,No,No,No,Yes,53,Yes,Yes
3962-TGFYG,769683896,Month-to-Month,Yes,Bank transfer (automatic),Female,0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,62,No,No phone service
6740-AXGDK,760377785,One Year,Yes,Electronic check,Male,0,No,Yes,DSL,No,Yes,No,Yes,No,Yes,54,Yes,Yes
8696-QYTAV,764441027,Month-to-Month,Yes,Electronic check,Male,0,No,No,DSL,No,Yes,No,Yes,Yes,No,57,Yes,No
9258-INSLB,763883973,One Year,No,Mailed check,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,26,No,No phone service
6683-AJFRJ,768963014,Month-to-Month,Yes,Electronic check,Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,46,No,No phone service
5255-TXHAU,761197000,Month-to-Month,Yes,Electronic check,Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,56,Yes,Yes
9849-PBEAF,768864715,Two Year,No,Credit card (automatic),Female,0,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,48,Yes,Yes
9484-OKYHI,763294169,Month-to-Month,No,Credit card (automatic),Male,0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,2,No,No phone service
1361-VUFPL,767521247,Two Year,Yes,Credit card (automatic),Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,50,No,No phone service
7147-OQIEX,768471528,Month-to-Month,Yes,Bank transfer (automatic),Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23,No,No phone service
6566-BCKVB,768995817,Two Year,No,Credit card (automatic),Female,0,No,No,Fiber Optic,No,Yes,No,Yes,Yes,No,38,Yes,No
7650-PTHXA,767947240,Month-to-Month,Yes,Bank transfer (automatic),Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6,Yes,Yes
8386-GIRQZ,762245613,Month-to-Month,Yes,Electronic check,Male,0,No,Yes,DSL,No,Yes,Yes,No,Yes,No,39,Yes,No
8114-GUYYQ,768635373,Two Year,Yes,Electronic check,Male,0,No,Yes,DSL,Yes,Yes,No,No,Yes,No,46,Yes,No
7170-NGRDA,766570994,One Year,No,Mailed check,Male,0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,64,Yes,No
0747-RKUMV,761983475,Month-to-Month,Yes,Bank transfer (automatic),Male,0,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,27,Yes,Yes
3739-QHWZB,769520129,Month-to-Month,Yes,Credit card (automatic),Female,0,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,30,No,No phone service
6399-FTCJF,761917967,Two Year,No,Mailed check,Female,0,No,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,13,No,No phone service
3591-TRCGK,767652369,Month-to-Month,No,Electronic check,Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,Yes,Yes
3439-NVAPQ,762212881,Month-to-Month,Yes,Bank transfer (automatic),Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22,No,No phone service
6185-DYGAD,762966547,Two Year,No,Bank transfer (automatic),Female,0,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,11,Yes,No
9988-NLMSH,765096469,Two Year,No,Credit card (automatic),Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,51,No,No phone service
0377-ZQKKM,767390237,Two Year,No,Bank transfer (automatic),Male,0,No,Yes,DSL,No,No,No,Yes,No,No,37,Yes,Yes
7582-ZDDFZ,764342818,Month-to-Month,No,Mailed check,Male,0,No,No,DSL,No,Yes,No,Yes,Yes,No,13,Yes,Yes
2992-JOVOJ,765981219,Month-to-Month,No,Bank transfer (automatic),Male,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,31,No,No phone service
5951-JENPE,767455780,Two Year,No,Bank transfer (automatic),Female,0,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,44,No,No phone service
1200-SBWNK,765555243,Two Year,No,Electronic check,Male,0,No,Yes,DSL,No,Yes,No,Yes,Yes,No,4,Yes,No
7146-KWHVP,762409516,Month-to-Month,Yes,Credit card (automatic),Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,56,Yes,Yes
3710-IYIMX,762606130,Month-to-Month,Yes,Credit card (automatic),Female,0,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,64,Yes,Yes
2145-LWHJM,761459252,Two Year,No,Credit card (automatic),Female,0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,56,No,No phone service
1147-ZCNAF,763621941,One Year,Yes,Bank transfer (automatic),Female,0,Yes,No,DSL,No,Yes,No,Yes,No,No,42,No,No phone service
